Gene name,Gene type,Chromosome/scaffold name,Strand,Transcript count
TMEM79,protein_coding,1,1,7
GLMP,protein_coding,1,-1,16
VHLL,protein_coding,1,-1,1
CCT3,protein_coding,1,-1,16
TSACC,protein_coding,1,1,8
RHBG,protein_coding,1,1,9
AL139130.1,lncRNA,1,1,1
C1orf61,protein_coding,1,-1,33
MIR9-1,miRNA,1,-1,1
MEF2D,protein_coding,1,-1,7
Y_RNA,misc_RNA,1,-1,1
AL365181.1,lncRNA,1,1,1
IQGAP3,protein_coding,1,-1,4
TTC24,protein_coding,1,1,5
NAXE,protein_coding,1,1,5
GPATCH4,protein_coding,1,-1,16
AL365181.4,lncRNA,1,-1,1
HAPLN2,protein_coding,1,1,5
AL365181.2,lncRNA,1,-1,1
BCAN,protein_coding,1,1,8
AL365181.3,lncRNA,1,-1,1
AL590666.2,lncRNA,1,-1,1
NES,protein_coding,1,-1,1
AL590666.3,lncRNA,1,-1,1
AL590666.4,lncRNA,1,1,1
CRABP2,protein_coding,1,-1,4
AL590666.1,lncRNA,1,-1,1
ISG20L2,protein_coding,1,-1,6
RRNAD1,protein_coding,1,1,11
MRPL24,protein_coding,1,-1,6
HDGF,protein_coding,1,-1,10
PRCC,protein_coding,1,1,7
AL590666.5,lncRNA,1,-1,1
SH2D2A,protein_coding,1,-1,6
NTRK1,protein_coding,1,1,12
INSRR,protein_coding,1,-1,1
PEAR1,protein_coding,1,1,7
LRRC71,protein_coding,1,1,4
ARHGEF11,protein_coding,1,-1,7
MIR765,miRNA,1,-1,1
RN7SL612P,misc_RNA,1,-1,1
SMU1P1,processed_pseudogene,1,-1,1
KRT8P45,processed_pseudogene,1,1,1
ETV3L,protein_coding,1,-1,4
ETV3,protein_coding,1,-1,3
CYCSP52,processed_pseudogene,1,1,1
AL357143.1,transcribed_unprocessed_pseudogene,1,1,3
AL357143.2,unprocessed_pseudogene,1,-1,1
AL138900.1,lncRNA,1,-1,1
LINC02772,lncRNA,1,1,4
AL138900.2,unprocessed_pseudogene,1,-1,1
AL732406.1,unprocessed_pseudogene,1,1,1
AL353899.1,unprocessed_pseudogene,1,1,1
FCRL5,protein_coding,1,-1,8
FCRL4,protein_coding,1,-1,3
AL135929.2,unprocessed_pseudogene,1,-1,1
AL135929.1,unprocessed_pseudogene,1,-1,1
FCRL3,protein_coding,1,-1,12
AL356276.1,lncRNA,1,1,1
AL356276.2,processed_pseudogene,1,1,1
VDAC1P9,processed_pseudogene,1,-1,1
FCRL2,protein_coding,1,-1,5
FCRL1,protein_coding,1,-1,8
CD5L,protein_coding,1,-1,2
MRPS21P2,processed_pseudogene,1,1,1
AL139010.1,transcribed_unprocessed_pseudogene,1,1,3
KIRREL1,protein_coding,1,1,4
KIRREL1-IT1,lncRNA,1,1,1
AL138899.3,protein_coding,1,-1,1
LINC01704,lncRNA,1,-1,12
ELL2P1,processed_pseudogene,1,-1,1
CD1D,protein_coding,1,1,7
AL138899.2,processed_pseudogene,1,-1,1
AL138899.1,lncRNA,1,-1,1
CD1A,protein_coding,1,1,1
HMGN1P5,processed_pseudogene,1,-1,1
CD1C,protein_coding,1,1,2
CD1B,protein_coding,1,-1,2
CD1E,protein_coding,1,1,15
OR10T2,protein_coding,1,-1,1
OR10K2,protein_coding,1,-1,2
OR10T1P,unprocessed_pseudogene,1,-1,1
EI24P2,processed_pseudogene,1,1,1
OR10K1,protein_coding,1,1,6
OR10R2,protein_coding,1,1,3
AL365440.2,lncRNA,1,-1,2
OR10R3P,unprocessed_pseudogene,1,1,1
OR10R1P,unprocessed_pseudogene,1,1,1
AL365440.1,processed_pseudogene,1,1,1
OR6Y1,protein_coding,1,-1,3
OR6P1,protein_coding,1,-1,2
OR10X1,protein_coding,1,-1,1
OR10Z1,protein_coding,1,1,2
SPTA1,protein_coding,1,-1,9
OR6K1P,unprocessed_pseudogene,1,-1,1
OR6K2,protein_coding,1,-1,1
OR6K3,protein_coding,1,-1,2
OR6K4P,unprocessed_pseudogene,1,-1,1
OR6K5P,unprocessed_pseudogene,1,-1,1
OR6N1,protein_coding,1,-1,3
OR6K6,protein_coding,1,1,2
OR6N2,protein_coding,1,-1,2
OR2AQ1P,unprocessed_pseudogene,1,1,1
OR10AA1P,unprocessed_pseudogene,1,-1,1
MNDA,protein_coding,1,1,3
PYHIN5P,unprocessed_pseudogene,1,1,1
PYHIN1,protein_coding,1,1,7
IFI16,protein_coding,1,1,14
AIM2,protein_coding,1,-1,4
RAD1P2,processed_pseudogene,1,-1,1
CADM3,protein_coding,1,1,3
RNA5SP60,rRNA_pseudogene,1,1,1
CADM3-AS1,lncRNA,1,-1,2
ACKR1,protein_coding,1,1,4
MPTX1,processed_pseudogene,1,1,1
OR10J2P,unprocessed_pseudogene,1,-1,1
FCER1A,protein_coding,1,1,2
OR10J3,polymorphic_pseudogene,1,-1,2
AL513323.1,lncRNA,1,-1,1
OR10J7P,unitary_pseudogene,1,1,1
OR10J8P,unprocessed_pseudogene,1,1,1
OR10J9P,unprocessed_pseudogene,1,-1,1
OR10J4,polymorphic_pseudogene,1,1,1
OR10J1,protein_coding,1,1,3
LINC02819,lncRNA,1,1,1
OR10J5,protein_coding,1,-1,1
AL606752.1,unprocessed_pseudogene,1,1,1
OR10AE1P,unprocessed_pseudogene,1,-1,1
APCS,protein_coding,1,1,1
OR10J6P,unprocessed_pseudogene,1,1,1
AL445528.2,processed_pseudogene,1,1,1
CRPP1,unprocessed_pseudogene,1,-1,1
CRP,protein_coding,1,-1,7
AL445528.1,processed_pseudogene,1,1,1
DUSP23,protein_coding,1,1,3
FCRL6,protein_coding,1,1,7
SLAMF8,protein_coding,1,1,4
AL590560.2,protein_coding,1,-1,6
SNHG28,lncRNA,1,-1,29
AL590560.1,snoRNA,1,-1,1
VSIG8,protein_coding,1,-1,1
AL590560.3,lncRNA,1,1,1
CFAP45,protein_coding,1,-1,6
MIR4259,miRNA,1,-1,1
AL590560.5,lncRNA,1,1,1
AL590560.4,TEC,1,-1,1
TAGLN2,protein_coding,1,-1,5
IGSF9,protein_coding,1,-1,6
SLAMF9,protein_coding,1,-1,4
LINC01133,lncRNA,1,1,4
AL513485.1,unprocessed_pseudogene,1,-1,1
KCNJ10,protein_coding,1,-1,10
AL513302.1,processed_pseudogene,1,1,1
PIGM,protein_coding,1,-1,1
AL121987.1,lncRNA,1,1,2
KCNJ9,protein_coding,1,1,1
IGSF8,protein_coding,1,-1,5
ATP1A2,protein_coding,1,1,8
ATP1A4,protein_coding,1,1,6
CASQ1,protein_coding,1,1,3
AL121987.2,lncRNA,1,-1,1
PEA15,protein_coding,1,1,4
DCAF8,protein_coding,1,-1,18
AL139011.2,protein_coding,1,-1,3
AL139011.1,lncRNA,1,1,3
RPSAP18,processed_pseudogene,1,-1,1
PEX19,protein_coding,1,-1,12
COPA,protein_coding,1,-1,20
SUMO1P3,processed_pseudogene,1,1,1
Y_RNA,misc_RNA,1,-1,1
NCSTN,protein_coding,1,1,14
NHLH1,protein_coding,1,1,1
RNU4-42P,snRNA,1,-1,1
VANGL2,protein_coding,1,1,2
SLAMF6,protein_coding,1,-1,3
AL138930.1,lncRNA,1,1,1
CD84,protein_coding,1,-1,8
SLAMF1,protein_coding,1,-1,4
SETP9,transcribed_processed_pseudogene,1,1,1
AL121985.1,lncRNA,1,1,10
CD48,protein_coding,1,-1,3
SLAMF7,protein_coding,1,1,11
AL121985.3,unprocessed_pseudogene,1,-1,1
AL121985.2,unprocessed_pseudogene,1,-1,1
LY9,protein_coding,1,1,11
CD244,protein_coding,1,-1,5
PPIAP37,processed_pseudogene,1,1,1
ITLN1,protein_coding,1,-1,3
AL354714.2,processed_pseudogene,1,1,1
AL354714.3,lncRNA,1,-1,1
AL354714.1,lncRNA,1,1,1
AL354714.4,processed_pseudogene,1,1,1
ITLN2,protein_coding,1,-1,3
F11R,protein_coding,1,-1,6
AL591806.3,protein_coding,1,-1,2
AL591806.1,processed_pseudogene,1,1,1
TSTD1,protein_coding,1,-1,7
USF1,protein_coding,1,-1,11
ARHGAP30,protein_coding,1,-1,7
NECTIN4,protein_coding,1,-1,2
NECTIN4-AS1,lncRNA,1,1,1
KLHDC9,protein_coding,1,1,8
PFDN2,protein_coding,1,-1,2
NIT1,protein_coding,1,1,16
DEDD,protein_coding,1,-1,12
AL591806.2,snoRNA,1,-1,1
UFC1,protein_coding,1,1,6
AL590714.1,lncRNA,1,-1,1
USP21,protein_coding,1,1,10
PPOX,protein_coding,1,1,27
B4GALT3,protein_coding,1,-1,13
ADAMTS4,protein_coding,1,-1,3
NDUFS2,protein_coding,1,1,15
FCER1G,protein_coding,1,1,3
APOA2,protein_coding,1,-1,10
TOMM40L,protein_coding,1,1,9
MIR5187,miRNA,1,1,1
NR1I3,protein_coding,1,-1,35
PCP4L1,protein_coding,1,1,1
MPZ,protein_coding,1,-1,9
SDHC,protein_coding,1,1,9
CFAP126,protein_coding,1,-1,1
RRM2P2,processed_pseudogene,1,-1,1
AL592295.4,lncRNA,1,1,1
AL592295.5,lncRNA,1,1,1
RNU6-481P,snRNA,1,1,1
AL592295.3,lncRNA,1,-1,1
AL592295.1,processed_pseudogene,1,1,1
AL592295.2,processed_pseudogene,1,-1,1
AL831711.1,lncRNA,1,-1,1
FCGR2A,protein_coding,1,1,14
AL590385.2,lncRNA,1,1,1
HSPA6,protein_coding,1,1,1
RPS23P10,unprocessed_pseudogene,1,-1,1
FCGR3A,protein_coding,1,-1,6
AL590385.1,lncRNA,1,-1,1
FCGR2C,polymorphic_pseudogene,1,1,12
HSPA7,unprocessed_pseudogene,1,1,1
RPS23P9,unprocessed_pseudogene,1,-1,1
FCGR3B,protein_coding,1,-1,8
FCGR2B,protein_coding,1,1,6
AL451067.1,lncRNA,1,-1,2
RPL31P11,transcribed_processed_pseudogene,1,-1,2
Y_RNA,misc_RNA,1,1,1
FCRLA,protein_coding,1,1,16
FCRLB,protein_coding,1,1,6
RN7SL466P,misc_RNA,1,1,1
DUSP12,protein_coding,1,1,5
AL359541.1,lncRNA,1,-1,1
ATF6,protein_coding,1,1,2
AL391825.1,transcribed_processed_pseudogene,1,1,2
OLFML2B,protein_coding,1,-1,5
AL590408.1,lncRNA,1,1,1
NOS1AP,protein_coding,1,1,6
AL450163.1,lncRNA,1,-1,2
MIR4654,miRNA,1,1,1
AL512785.1,lncRNA,1,-1,1
RNA5SP61,rRNA_pseudogene,1,1,1
MIR556,miRNA,1,1,1
AL512785.2,protein_coding,1,1,3
SPATA46,protein_coding,1,-1,2
C1orf226,protein_coding,1,1,2
SH2D1B,protein_coding,1,-1,2
SLAMF6P1,unprocessed_pseudogene,1,1,1
UHMK1,protein_coding,1,1,4
UQCRBP2,processed_pseudogene,1,-1,1
AL596325.1,lncRNA,1,-1,1
UAP1,protein_coding,1,1,7
AL596325.2,lncRNA,1,1,1
DDR2,protein_coding,1,1,9
RN7SL861P,misc_RNA,1,1,1
HSD17B7,protein_coding,1,1,10
CCDC190,protein_coding,1,-1,5
AL392003.2,unprocessed_pseudogene,1,1,1
AL392003.1,processed_pseudogene,1,-1,1
RGS4,protein_coding,1,1,10
RGS5,protein_coding,1,-1,12
RGS5-AS1,lncRNA,1,1,1
AL451063.1,processed_pseudogene,1,1,1
RGS5,lncRNA,1,-1,9
AL592435.1,lncRNA,1,1,1
NUF2,protein_coding,1,1,12
AL603841.1,unprocessed_pseudogene,1,-1,1
RNA5SP62,rRNA_pseudogene,1,-1,1
RNA5SP63,rRNA_pseudogene,1,1,1
AL355862.1,processed_pseudogene,1,-1,1
U3,snoRNA,1,1,1
NMNAT1P2,processed_pseudogene,1,1,1
RNU5F-6P,snRNA,1,1,1
HMGB3P6,processed_pseudogene,1,1,1
PBX1,protein_coding,1,1,22
RNU6-171P,snRNA,1,1,1
AL391001.1,lncRNA,1,1,1
Metazoa_SRP,misc_RNA,1,-1,1
PBX1-AS1,lncRNA,1,-1,1
AL357568.1,lncRNA,1,1,1
Y_RNA,misc_RNA,1,1,1
AL390119.1,processed_pseudogene,1,-1,1
RNU6-755P,snRNA,1,-1,1
LMX1A,protein_coding,1,-1,4
LMX1A-AS2,lncRNA,1,1,1
LMX1A-AS1,lncRNA,1,1,3
RXRG,protein_coding,1,-1,4
LRRC52-AS1,lncRNA,1,-1,11
PRELID1P7,processed_pseudogene,1,1,1
LRRC52,protein_coding,1,1,1
AL356441.2,processed_pseudogene,1,1,1
AL356441.1,lncRNA,1,1,4
MGST3,protein_coding,1,1,14
ALDH9A1,protein_coding,1,-1,5
AL451074.1,misc_RNA,1,-1,1
AL451074.4,processed_pseudogene,1,1,1
AL451074.3,processed_pseudogene,1,1,1
AL451074.2,transcribed_processed_pseudogene,1,1,2
AL451074.6,lncRNA,1,-1,1
TMCO1,protein_coding,1,-1,8
TMCO1-AS1,lncRNA,1,1,1
AL451074.5,processed_pseudogene,1,1,1
UCK2,protein_coding,1,1,9
AL358115.1,lncRNA,1,-1,2
MIR3658,miRNA,1,1,1
AL606495.1,processed_pseudogene,1,-1,1
RPS3AP10,processed_pseudogene,1,1,1
RNA5SP64,rRNA_pseudogene,1,1,1
FAM78B,protein_coding,1,-1,5
FAM78B-AS1,lncRNA,1,1,1
AL596087.3,lncRNA,1,-1,1
MIR921,miRNA,1,-1,1
AL596087.2,lncRNA,1,1,2
AL596087.1,processed_pseudogene,1,-1,1
AL583804.1,lncRNA,1,-1,1
FMO7P,unprocessed_pseudogene,1,1,1
LINC01675,lncRNA,1,-1,2
FMO8P,unprocessed_pseudogene,1,1,1
FMO9P,transcribed_unprocessed_pseudogene,1,1,2
FMO10P,unprocessed_pseudogene,1,1,1
RPL4P2,processed_pseudogene,1,1,1
FMO11P,unprocessed_pseudogene,1,1,1
CNN2P10,processed_pseudogene,1,1,1
POGK,protein_coding,1,1,3
TADA1,protein_coding,1,-1,2
DUTP6,processed_pseudogene,1,1,1
ILDR2,protein_coding,1,-1,9
MAEL,protein_coding,1,1,6
RNA5SP65,rRNA_pseudogene,1,1,1
AL158837.1,lncRNA,1,1,1
GPA33,protein_coding,1,-1,4
DUSP27,protein_coding,1,1,4
AL451050.1,processed_pseudogene,1,-1,1
LINC01363,lncRNA,1,-1,4
AL451050.2,lncRNA,1,-1,1
POU2F1,protein_coding,1,1,17
AL136984.1,lncRNA,1,1,1
CD247,protein_coding,1,-1,7
AL359962.3,lncRNA,1,1,1
AL359962.1,lncRNA,1,-1,1
AL359962.2,lncRNA,1,-1,1
AKR1D1P1,processed_pseudogene,1,1,1
CREG1,protein_coding,1,-1,2
AL031733.1,processed_pseudogene,1,1,1
AL031733.2,lncRNA,1,-1,1
RCSD1,protein_coding,1,1,6
MPZL1,protein_coding,1,1,11
ADCY10,protein_coding,1,-1,5
Z99943.2,unprocessed_pseudogene,1,-1,1
Z99943.1,lncRNA,1,1,1
MPC2,protein_coding,1,-1,3
DCAF6,protein_coding,1,1,12
MIR1255B2,miRNA,1,1,1
GCSHP5,processed_pseudogene,1,-1,1
GPR161,protein_coding,1,-1,10
TIPRL,protein_coding,1,1,2
RPL34P1,processed_pseudogene,1,1,1
AL021397.1,processed_pseudogene,1,1,1
SFT2D2,protein_coding,1,1,4
ANKRD36BP1,transcribed_processed_pseudogene,1,-1,2
RNU6-1310P,snRNA,1,-1,1
TBX19,protein_coding,1,1,4
AL022100.1,transcribed_processed_pseudogene,1,1,2
MIR557,miRNA,1,1,1
AL023755.1,lncRNA,1,-1,7
AL022100.2,lncRNA,1,-1,1
QRSL1P1,processed_pseudogene,1,-1,1
XCL2,protein_coding,1,-1,1
AL031736.1,processed_pseudogene,1,1,1
XCL1,protein_coding,1,1,1
AL031736.2,processed_pseudogene,1,-1,1
DPT,protein_coding,1,-1,1
AL135926.1,lncRNA,1,-1,1
AL031275.1,lncRNA,1,-1,1
LINC00626,lncRNA,1,1,6
SUMO1P2,processed_pseudogene,1,1,1
AL135926.2,lncRNA,1,1,1
LINC00970,lncRNA,1,-1,1
RPL29P7,processed_pseudogene,1,1,1
AL031726.2,lncRNA,1,1,1
RNA5SP66,rRNA_pseudogene,1,1,1
AL031726.1,lncRNA,1,1,1
ATP1B1,protein_coding,1,1,3
NME7,protein_coding,1,-1,14
Z99758.1,lncRNA,1,1,1
BLZF1,protein_coding,1,1,5
CCDC181,protein_coding,1,-1,7
SLC19A2,protein_coding,1,-1,4
AL021068.1,processed_pseudogene,1,-1,1
Z99572.1,lncRNA,1,1,1
F5,protein_coding,1,-1,3
SELP,protein_coding,1,-1,7
C1orf112,protein_coding,1,1,9
SELL,protein_coding,1,-1,7
SELE,protein_coding,1,-1,7
AL021940.1,lncRNA,1,-1,1
METTL18,protein_coding,1,-1,3
SCYL3,protein_coding,1,-1,5
RN7SL333P,misc_RNA,1,1,1
AL031297.1,processed_pseudogene,1,-1,1
KIFAP3,protein_coding,1,-1,6
RN7SL269P,misc_RNA,1,-1,1
MRPS10P1,processed_pseudogene,1,1,1
AL356475.1,lncRNA,1,1,1
SIGLEC30P,processed_pseudogene,1,1,1
METTL11B,protein_coding,1,1,2
MIR3119-1,miRNA,1,-1,1
MIR3119-2,miRNA,1,1,1
LINC01681,lncRNA,1,1,13
ISCUP1,processed_pseudogene,1,-1,1
LINC01142,lncRNA,1,-1,2
HAUS4P1,processed_pseudogene,1,-1,1
GORAB-AS1,lncRNA,1,-1,5
GORAB,protein_coding,1,1,6
AL162399.1,lncRNA,1,-1,1
AL023495.1,lncRNA,1,1,1
PRRX1,protein_coding,1,1,8
Z97200.1,lncRNA,1,1,1
BX284613.2,lncRNA,1,-1,5
MROH9,protein_coding,1,1,3
BX284613.1,processed_pseudogene,1,1,1
FMO3,protein_coding,1,1,6
MIR1295A,miRNA,1,-1,1
MIR1295B,miRNA,1,1,1
FMO6P,transcribed_unitary_pseudogene,1,1,5
FMO2,protein_coding,1,1,7
AL021026.1,lncRNA,1,-1,3
FMO1,protein_coding,1,1,8
Y_RNA,misc_RNA,1,-1,1
HMGB1P11,processed_pseudogene,1,-1,1
FMO4,protein_coding,1,1,5
AL031274.1,processed_pseudogene,1,1,1
SRP14P4,processed_pseudogene,1,-1,1
GM2AP2,processed_pseudogene,1,1,1
CYCSP53,processed_pseudogene,1,-1,1
PRRC2C,protein_coding,1,1,14
MYOCOS,protein_coding,1,1,4
MYOC,protein_coding,1,-1,2
PFN1P1,processed_pseudogene,1,-1,1
RPL4P3,processed_pseudogene,1,-1,1
VAMP4,protein_coding,1,-1,4
Z98751.1,unprocessed_pseudogene,1,-1,1
Z98751.3,processed_pseudogene,1,-1,1
Z98751.2,processed_pseudogene,1,1,1
AL135931.1,scaRNA,1,1,1
EEF1AKNMT,protein_coding,1,1,7
AL031864.1,processed_pseudogene,1,1,1
AL031864.2,processed_pseudogene,1,-1,1
DNM3,protein_coding,1,1,8
DNM3-IT1,lncRNA,1,1,1
DNM3OS,lncRNA,1,-1,6
MIR214,miRNA,1,-1,1
MIR3120,miRNA,1,1,1
MIR199A2,miRNA,1,-1,1
AL137157.1,lncRNA,1,-1,1
RNU6-157P,snRNA,1,1,1
PIGC,protein_coding,1,-1,7
C1orf105,protein_coding,1,1,5
SUCO,protein_coding,1,1,10
RNU6-693P,snRNA,1,-1,1
FASLG,protein_coding,1,1,2
SLC25A38P1,processed_pseudogene,1,1,1
Z98043.1,TEC,1,1,1
AL031599.1,lncRNA,1,1,1
AIMP1P2,processed_pseudogene,1,-1,1
Z97198.1,lncRNA,1,1,1
TNFSF18,protein_coding,1,-1,1
GOT2P2,processed_pseudogene,1,-1,1
AL022310.1,lncRNA,1,-1,1
TNFSF4,protein_coding,1,-1,3
AL645568.3,processed_pseudogene,1,1,1
AL645568.2,processed_pseudogene,1,-1,1
AL645568.1,lncRNA,1,-1,9
PRDX6,protein_coding,1,1,3
SLC9C2,protein_coding,1,-1,5
AL139142.1,lncRNA,1,1,1
AL139142.2,protein_coding,1,-1,1
ANKRD45,protein_coding,1,-1,2
TEX50,protein_coding,1,1,1
KLHL20,protein_coding,1,1,5
BX248409.1,processed_pseudogene,1,1,1
RN7SKP160,misc_RNA,1,1,1
CENPL,protein_coding,1,-1,9
Y_RNA,misc_RNA,1,1,1
DARS2,protein_coding,1,1,13
GAS5,lncRNA,1,-1,31
GAS5-AS1,lncRNA,1,1,1
ZBTB37,protein_coding,1,1,4
SERPINC1,protein_coding,1,-1,4
RNA5SP67,rRNA_pseudogene,1,1,1
RC3H1,protein_coding,1,-1,6
RNA5SP68,rRNA_pseudogene,1,-1,1
RC3H1-IT1,lncRNA,1,-1,1
LINC02776,lncRNA,1,1,1
RPL30P1,processed_pseudogene,1,-1,1
RABGAP1L-DT,lncRNA,1,-1,7
RABGAP1L,protein_coding,1,1,22
AL022400.1,processed_pseudogene,1,-1,1
GPR52,protein_coding,1,1,1
BANF1P4,processed_pseudogene,1,-1,1
NDUFAF4P4,processed_pseudogene,1,-1,1
Z99127.2,processed_pseudogene,1,1,1
RABGAP1L-IT1,lncRNA,1,1,1
Z99127.1,processed_pseudogene,1,-1,1
RABGAP1L-AS1,lncRNA,1,-1,2
RNU6-307P,snRNA,1,1,1
Z99127.3,lncRNA,1,-1,1
CACYBP,protein_coding,1,1,9
MRPS14,protein_coding,1,-1,3
Y_RNA,misc_RNA,1,-1,1
ENTR1P2,processed_pseudogene,1,-1,1
TNN,protein_coding,1,1,3
KIAA0040,protein_coding,1,-1,6
AL008626.1,lncRNA,1,-1,1
RPS29P4,processed_pseudogene,1,1,1
Z94057.1,lncRNA,1,1,1
TNR,protein_coding,1,-1,3
TNR-IT1,lncRNA,1,-1,1
LINC01657,lncRNA,1,1,1
LINC02803,lncRNA,1,-1,1
RPS29P5,processed_pseudogene,1,1,1
COP1,protein_coding,1,-1,11
SCARNA3,scaRNA,1,-1,1
AL590723.1,lncRNA,1,1,1
AL591043.2,lncRNA,1,1,3
U7,snRNA,1,1,1
AL359265.2,processed_pseudogene,1,-1,1
RNU2-12P,snRNA,1,-1,1
AL359265.1,unprocessed_pseudogene,1,1,1
AL591043.1,processed_pseudogene,1,-1,1
MORF4L1P7,processed_pseudogene,1,-1,1
PAPPA2,protein_coding,1,1,5
PTP4A1P7,processed_pseudogene,1,-1,1
AL031290.1,lncRNA,1,-1,1
ASTN1,protein_coding,1,-1,5
MIR488,miRNA,1,-1,1
BRINP2,protein_coding,1,1,3
LINC01645,lncRNA,1,1,3
AL136114.1,lncRNA,1,-1,12
LINC01741,lncRNA,1,1,3
SEC16B,protein_coding,1,-1,8
CRYZL2P-SEC16B,lncRNA,1,-1,3
CRYZL2P,transcribed_unitary_pseudogene,1,-1,4
AL359075.1,processed_pseudogene,1,1,1
RASAL2-AS1,lncRNA,1,-1,4
RASAL2,protein_coding,1,1,5
AL160281.1,processed_pseudogene,1,-1,1
AL365357.1,processed_pseudogene,1,1,1
CLEC20A,protein_coding,1,-1,4
Metazoa_SRP,misc_RNA,1,1,1
AL513013.1,lncRNA,1,-1,1
TEX35,protein_coding,1,1,7
C1orf220,lncRNA,1,1,2
RNA5SP69,rRNA_pseudogene,1,1,1
AL137796.1,lncRNA,1,1,1
MIR4424,miRNA,1,1,1
AL449106.1,lncRNA,1,-1,1
RALGPS2,protein_coding,1,1,9
PTPN2P1,processed_pseudogene,1,-1,1
SNORA63,snoRNA,1,-1,1
ANGPTL1,protein_coding,1,-1,3
FAM20B,protein_coding,1,1,2
AL139132.1,processed_pseudogene,1,-1,1
TOR3A,protein_coding,1,1,7
ABL2,protein_coding,1,-1,15
AL512326.5,processed_pseudogene,1,1,1
SETP10,processed_pseudogene,1,1,1
AL512326.2,snoRNA,1,1,1
AL512326.1,snoRNA,1,1,1
EIF4A1P11,processed_pseudogene,1,1,1
AL512326.3,processed_pseudogene,1,1,1
COX5BP8,processed_pseudogene,1,1,1
AL512326.4,processed_pseudogene,1,-1,1
SOAT1,protein_coding,1,1,4
AXDND1,protein_coding,1,1,14
MEF2AP1,processed_pseudogene,1,-1,1
HNRNPA1P54,processed_pseudogene,1,-1,1
AL160286.3,lncRNA,1,-1,1
NPHS2,protein_coding,1,-1,2
RNU5F-2P,snRNA,1,1,1
AL160286.1,processed_pseudogene,1,1,1
AL160286.2,lncRNA,1,1,1
TDRD5,protein_coding,1,1,4
AL359853.2,lncRNA,1,1,3
FAM163A,protein_coding,1,1,1
AL359853.1,lncRNA,1,-1,2
LINC02818,lncRNA,1,-1,1
TOR1AIP2,protein_coding,1,-1,6
AL353708.3,lncRNA,1,-1,1
TOR1AIP1,protein_coding,1,1,12
RN7SL230P,misc_RNA,1,1,1
AL353708.2,lncRNA,1,-1,1
AL353708.1,lncRNA,1,-1,1
CEP350,protein_coding,1,1,11
RPSAP16,processed_pseudogene,1,1,1
AL590632.1,processed_pseudogene,1,-1,1
AL390718.1,lncRNA,1,-1,1
QSOX1,protein_coding,1,1,4
LHX4,protein_coding,1,1,3
ACBD6,protein_coding,1,-1,8
VDAC1P4,processed_pseudogene,1,1,1
MIR3121,miRNA,1,-1,1
OVAAL,lncRNA,1,1,6
Y_RNA,misc_RNA,1,-1,1
XPR1,protein_coding,1,1,5
U6,snRNA,1,1,1
LINC02816,lncRNA,1,1,2
KIAA1614,protein_coding,1,1,5
AL162431.1,lncRNA,1,-1,1
KIAA1614-AS1,lncRNA,1,-1,1
AL162431.2,unprocessed_pseudogene,1,1,1
AL162431.3,processed_pseudogene,1,1,1
STX6,protein_coding,1,-1,4
MR1,protein_coding,1,1,9
IER5,protein_coding,1,1,1
LINC01732,lncRNA,1,1,2
AL358393.1,lncRNA,1,-1,1
LINC01699,lncRNA,1,1,1
CACNA1E,protein_coding,1,1,11
Metazoa_SRP,misc_RNA,1,1,1
RNA5SP70,rRNA_pseudogene,1,1,1
AL161734.2,lncRNA,1,-1,1
AL161734.1,lncRNA,1,1,1
RN7SKP229,misc_RNA,1,-1,1
AL391477.1,lncRNA,1,-1,1
ZNF648,protein_coding,1,-1,2
AL355482.1,lncRNA,1,-1,1
AL355482.2,lncRNA,1,1,1
LINC01344,lncRNA,1,-1,6
AL390856.1,lncRNA,1,-1,2
YPEL5P1,processed_pseudogene,1,-1,1
RNU6-152P,snRNA,1,1,1
AL513480.1,processed_pseudogene,1,1,1
EIF1P3,processed_pseudogene,1,1,1
GLUL,protein_coding,1,-1,13
TEDDM1,protein_coding,1,-1,1
LINC00272,lncRNA,1,1,2
RGSL1,protein_coding,1,1,22
AL139344.1,processed_pseudogene,1,-1,1
TEDDM2P,unitary_pseudogene,1,1,1
RNASEL,protein_coding,1,-1,2
Metazoa_SRP,misc_RNA,1,-1,1
RGS16,protein_coding,1,-1,1
LINC01686,lncRNA,1,1,1
RGS8,protein_coding,1,-1,7
LINC01688,lncRNA,1,1,1
AL353778.1,processed_pseudogene,1,1,1
NPL,protein_coding,1,1,12
AL355999.1,lncRNA,1,-1,1
DHX9,protein_coding,1,1,8
SHCBP1L,protein_coding,1,-1,5
HMGN1P4,processed_pseudogene,1,-1,1
5S_rRNA,rRNA_pseudogene,1,-1,1
AL450304.1,processed_pseudogene,1,-1,1
KRT18P28,processed_pseudogene,1,-1,1
RNU6-41P,snRNA,1,-1,1
LAMC1,protein_coding,1,1,6
LAMC1-AS1,lncRNA,1,-1,1
LAMC2,protein_coding,1,1,4
NMNAT2,protein_coding,1,-1,4
AL354953.1,lncRNA,1,1,1
RPS3AP8,processed_pseudogene,1,1,1
AL449223.1,lncRNA,1,1,1
SMG7-AS1,lncRNA,1,-1,4
SMG7,protein_coding,1,1,16
NCF2,protein_coding,1,-1,7
AL137800.1,lncRNA,1,1,1
ARPC5,protein_coding,1,-1,5
RGL1,protein_coding,1,1,2
APOBEC4,protein_coding,1,-1,2
AL157899.1,processed_pseudogene,1,-1,1
AL590422.1,lncRNA,1,-1,1
COLGALT2,protein_coding,1,-1,5
